,text,cossim
3397,"take advantage of your school’s career center resources (and articles online) and teach yourself how to apply for scholarships. i applied for 30 as a high school senior and won i think 5 scholarships totaling around $3200. the scholarship season is january-february and might be slowing down now, but you can probably take out loans for the first year and apply to scholarships in the following years to cover the rest. i had a really good system for applying to scholarships and can send you some resources if you want; i can even help you find good programs in your state that would be open now. also, there are some scholarships only offered to returning students in your department that you can reapply to each year.

edit: also, get a summer job that allows you to work 40 hours a week and work as many weeks there as possible, like start right from the monday after high school graduation and work right up until the friday before you move to college. i’d recommend trying to get something over $13 an hour for the summer if you can. it sounds rough working full time but having the same routine every day is a lot like the high school schedule and having that routine can be easier than the ups and downs of college at times.

i found it hard to work more than 15 hours a week while in college, so once you’re there, try to find something with a high enough wage and definitely don’t settle for anything below $10-11. you can probably look on handshake and apply to things during the summer so you can start work asap and make as much money as possible.

the biggest thing is living expenses. if you can live at home, you have no idea how much money that will save you. i would do it. if you can’t do that, financial aid and scholarships will cover part of the dorms while living expenses will be out of your own pocket. do the math and figure out the cheapest option.

full disclosure, i got lucky and ended up having a surprise college fund from a relative that i didn’t find out about until the summer before college, but i still did all of these things to ensure i wouldn’t struggle financially. there are ways to do it but it’s hard. you should strongly consider how worth it the program is. i disagree with the sentiment that community college classes are “just as good” if you feel more at home and might learn better at the more expensive place; you’re investing in yourself and you pretty much get one shot at undergrad so you might as well go big or go home. and $15k a year is not that bad; that’s a little more than what i had to pay. you do need a lot of passion to make it work though.",0.1472642081021448
577,"ive done honors labs for chem, bio, physics, and many math courses. not one of those classes ran the full 3 hours(except maybe when we were trying to get three near perfect titrations when unfamiliar with them), it’s simply not necessary. the point of having that allotted time is if an experiment needs the time or something goes wrong, but there’s nothing wrong with one being shorter. the only thing i could think of is a policy saying that the professor needs to stay in the lab for the period because it’s a lab and there’s a lot of important and expensive things there.",0.14433756729740646
481,"going to kennesaw state for nursing. their tuition is about $5k per year, housing and meal plan combined is around 10k per year, and the rest of the amount is personal expenses and fees. (the site estimates 27k, but with my family income it would be around 18k)

i’ll take out 5.5k in loans but i plan to work during the year to take off most of the cost then live off campus with my boyfriend during years 2-4. does this sound sustainable?",0.14433756729740643
2041,"i want to go to school. i’m interested in psychology. i’m 20. i have no education on higher education. i graduated high school and have a diploma. i didn’t care at all about school when i was in school and graduated unconventionally, but now i want to further my education. i have no clue what to do it seems so daunting. do i just walk into a college? what if i want to do online? is it gonna be expensive or is there a way to go for free? i know i probably sound dumb. i literally have no idea where to start.",0.14002800840280097
2170,"i'm sure this feels like an incredible setback, but you probably have some options to continue your education, even if those options entail moving home and commuting to a local community college or local public university. 

will your parents let you move home? will they cover your living expenses while you are in college? 


&gt; i was going to be an archaeologist.

not to kill your dreams, but if your primary life goal is to get out of poverty and provide some financial stability for yourself, it may make sense to pick a different goal occupation, something with a lower barrier to entry and a larger number of jobs.",0.1386750490563073
2100,"• expense



• distance 



• socializing


my community college isn't insanely far but i don't have any 4 year institutions that aren't at least an hour and 45min  plus away from me. if i'm able to afford more education after my a.a i'll probably do most of it online even though i learn better in the classroom. the classes are slightly cheaper and i don't have to worry about the commute. lastly, i'm not into socializing. depending on the situation i can manage okay but sometimes i just can't for the life of me communicate with people. i like being left alone but i don't want to come off as disrespectful to others, especially if we have similar interests.",0.13736056394868904
2497,"hey! i'm a junior in high school, and i'm interested in a film major. one in particular caught my eye, from usc film school. it's called media arts + practice. basically it's very versatile, it's not just film. it includes many different mediums and explores various forms of cinematic media. it really appeals to me because it has a big of everything, and i really am passionate about film, but i don't want to stick to just plain old film. my problem is that usc is of course extremely difficult to get into and very expensive. i want to know other options, for different colleges that have similar programs (mostly in california). i haven't been able to find any, but maybe i'm not looking the right way! thanks!!",0.12803687993289598
1471,"hello, 



i am a 24 year old australian who is looking to move overseas on a gap year, and am looking to focus on relaxing with a bit of adventure. does anyone have any suggestions for things to do? i have heard of people doing a ski season and working there, but am not sure if it is worth it. i have also heard of people just traveling europe but am not sure if it is a little bit too expensive. i am also into sports and would love to improve my surfing ability or any other skill as long as it involves being active. 



any and all responses will be very much appreciated, i have no preferences to countries and am very open to any suggestions. 

for those that have done a gap year what was your experience? if if you had the time back what would you do different? 



",0.1270001270001905
2855,"no, there are plenty of online or in person programs you can go through that will give you the knowledge and experience that you need.  you can even spend time on youtube and get some wonderful information.  if you are dead set on getting a degree go online and look for scholarships see fast web website.  

but do not get into that type of debt.  you’ll regret having that hanging over your head and that amounts could go to you some day getting a house.  

track all your educational expenses as you incur them and try to pay them off as soon as possible.  

research and reach out to those companies that interest you.  build a relationship with them and see if they can hire you without a degree and trained from them.  they may have all the training you need and you’ll get paid while you learn.",0.12598815766974242
3434,"hi everyone! i'm a high school student planning to apply to college next year. i'm considering taking online courses to strengthen my application and i'm looking at options like coursera and top university online programs. however, i'm concerned about the costs, as the top university courses can be very expensive. can anyone share insights on whether these online courses significantly impact college applications? also, l'a appreciate recommendations for specific business classes on coursera or from top universities. thank you!",0.12598815766974242
953,"i think a lot of other comments have said similar things, but you don't have to worry. marketing isn't a job that you get hired day 1 out of college, but you won't stuggle to make at least 50k a year, especially if you can work in a larger city like chicago. 2 years is pushing it to pay off all of the debt but that certainly isn't impossible, if most of your expenses are already paid for, it would be pretty likely you could. also, from the people i've met in business (i'm a finance/administration dual major) have said at least half of what you need to do at your job is learned by experience, not in the classroom, so that isn't too big of a concern (might help to possibly take an internship or job shadow if your college has something like that).",0.125
3121,"if you had insane academic standing in hs you could maybe apply for top us schools who meet ""full aid no loans"". but those schools are few and far between and you would need to uproot your life to move there, and still have to pay for living expenses like a car and house and insurance (and acceptance rates sit around 4%-10%)


if you didn't or you can't get into those schools cc and transfer is also a great option, coummity colleges are super flexible so you wouldn't need to immediately quit whatever job u have right now, which gives you an out if you don't think you're ready yet. any they usually have programs set up with your state schools to help guide and assist you with the transition.",0.12216944435630522
1995,"if you're in the us, i recommend starting off at community college. this was an amazing option for me because i was able to figure out what i wanted to do and narrow down my major. what i thought was gonna be my major ended up not being it and i completely changed to something else. also, i think colleges so important because not only does it teach you about whatever interests you but it also teaches you how to be an active participant and society and be a critical thinker and work with others. i feel like i have personally learned more about who i am as a person and the world around me, more than just the subject that i'm learning about. i will say that it can be pretty expensive going to college however really researching resources and different organizations that can help with scholarships can be very helpful.",0.1203858530857692
2292,"since you’re paying tuition and room/board, all her needs are covered. 

and unless you know she’d struggle with getting any sort of job (even &lt;10 hours a week), i’d highly recommend encouraging her to work somewhere. i regret not working as a freshman since it made it harder to get jobs later on in college where things became more competitive. getting a job also gave me so many good interpersonal skills and time management skills. 

that being said, i agree that $50 a week is probably a solid amount. i’ve also seen parents give their kid a credit card but only allow them to use it for approved expenses like medical stuff and school supplies. it can be risky though if your kid isn’t naturally responsible.",0.11704114719613057
1582,"legit question/suggestion. since you like science, can you go to community college and get a ""medical tech"" license (xray tech, ultrasound, anesthesia, respiratory tech) = 2 year program, then you'll be making decent money upon graduation and you can work a few years and decide if/when you want to go back for a bachelor's and what in! now if you're not into life sciences this option might not be interesting to you, but if you're paying out of pocket, and worse if you're on loans, taking a couple years to ""find yourself"" at university tuition rates is an expensive way to go. if you could get a medical tech job at $40+ an hour, which is legit, you could still do 75% school and weekend work and likely bankroll the entire thing. just an idea to consider!",0.11547005383792515
2827,"so im going to bellevue college in bellevue, wa this summer for the radiologic technology program. i have the option of living with my mother, or living on campus. im struggling on what to do. why i do feel that living in campus would benefit my grades and attendance, i do think living in a dorm would be very expensive. while i would basically be living with no rent with my mom. i only have about a week to tell them whether or not i want a dorm. what would you do, drown in student loans? or live with my mom for 2 more years?",0.11180339887498948
3848,"i would definitely recommend going to a community college. give yourself time to think while you get your gen eds taken care of, save yourself some money, and an associate's can still lead into a useful bachelor's even if you switch your major at the end of it. 


as far as different careers: if you're interested in working with/helping people, maybe something like a guidance counselor? or human resources? or if it's the science of it then maybe a different stem track?

i don't know your reasons for leaning towards psychology but i think if you can narrow down your motivation then that will help.


and if you decide you don't want to go to college right now then that's okay. it's a really difficult, expensive decision and sometimes going straight into the workforce can help you figure out what you actually like doing.


sorry this got sort of long lol.

 ",0.10976425998969036
3141,"if i move, i'd have to share roommates and have less room to work with. atm, i have car payments/insurance and that's about it in expenses. i work and make $21, and it has flexible hours, can pick up shifts if i need to. they also pay like 5k for school which goes right to me. planning on working my ass off during the summer to save so i don't have to work as money during school. financial aid also pays a good chunk of my schooling and housing since i'm an independent. i'm in state as well.

just trying to see if this is even worth doing. also, i'm a cmpsc major and i'm heading towards my upper-level classes. next semester.

ahhhh nvm, a meal plan is required, and the lowest level is like an extra $2300 a semester lol.",0.10976425998969033
3870,"if it makes you feel any better (rich kid here, however i do acknowledge some of us are oblivious and out of touch with reality) a lot of the rich kids i knew would talk about all these awesome things they’d get to do on vacation, and then be either horribly insecure about themselves to the point they had to talk about all these expensive trips or stuff they had, or just be too lax and suffer the consequences later down the line in education (too little care placed on schooling, too busy spent using family $ on vacation and fun activities). i went to school with a lot people like this as well (currently attending a local uni with people who are lower on the socioeconomic scale, and for that im truly thankful).

i’d like to also suggest that you take time to enjoy your hobbies this summer (if possible). i work and study a lot as well, (though i work about 40-45 hrs a week, so a lot less than you), but give yourself time to rest and recharge (pick up a new hobby, go to the pool, do some volunteering for fun, just something that isn't work!)",0.10050378152592121
636,"hi everyone, i’m looking for some guidance on how and where to search for a part time job. i’m currently a college student that’s busy monday-friday (08:00-18:00) and saturdays (08:00-13:00). 

the university to which i attend is highly demanding so i need to spend most of my time self-studying. i’m 20 years old, my mother tongue is spanish, i speak, read, write and understand english fluently (toefl ibt c1), and know basic japanese (a2, not certified yet but attending classes every saturday). 

i’m currently having some financial problems with my parents (who are my providers). i live basically by my own in a foreign city (away from my family). i want a job so i can afford important things such as car insurance, then invest whatever i have left. my college tuition and basic needs (food, clothing, housing) are covered for now.  

where could i find job offers? what should i expect? and what kind of job should i look for?  any advice will be appreciated. 

tldr: college student that needs job offers to afford additional but crucial expenses. need advice. ",0.09853292781642932
2716,"usually it depends on the workload and time frame for the summer classes. this summer i'm taking 17 units (5 classes) and taking chem lab/lecture (8 weeks), and ethnic studies (6 weeks) in my local community college. taking introduction to oceanography (5 weeks), age of dinosaurs (10 weeks) and critical thinking (5 weeks) in my home campus (all ge's). i'm trying not to take any major related classes in my home campus since it's expensive.

also forgot to mention just to try and keep up w/ the workload since cramping all months work into weeks or less than academic semester/quarter.",0.09853292781642932
1076,"same here, but it happened years later.

i had dropped out of my first attempt at college and went to work in the service industry in the new orleans french quarter. nothing to do but 24 hour bars and that's how people socialized.

""they"" say it's the thing to do where all the socialization happens and the cute girls go, but it really is over hyped.

but i think some time around my late 20s, it lost it's luster. gradually tapered off going until i don't think i have set foot in a bar in years.

my reasons?

* it's expensive even if you are only drinking pbr and cheap draft.
* i never really made friends in there.
* i did manage to ""pick up"" or ""get picked up"" and did have a one night stand or three over the years i went, but it was rare and unfulfilling. the better relationships were from online or through social/work networks. and nowadays, people frown on that because both of y'all are too drunk and there's been some embarrassing moments and waking up next to crazy.
* most bars are loud as hell and no meaningful conversations were ever had.
* got tired of felling like shit if i accidentally over drank.
* being too drunk out and about late at night (or anytime really or any place other than the house) is a legal and safety risk.
* while there are older people bars, past 30, this shit is just sad. jumps the shark probably by mid 20s and only marginally worthwhile younger than that.",0.09325048082403135
3270,"i did 3 years of cc out of highschool and am currently in a gap semester working a full time job making 19.50 an hour. paid my car and credit cards off recently. my parents aren’t rich and my dad makes money under the table, so fafsa will give me as much as i can. pretty much covers my tuition, i plan to live in an apartment off campus and am saving rent plus i’ll get refund money. my school isn’t expensive. i could get away with no loans if i work more and take less classes a semester. i probably will take out 5-10k just to cover about a years rent, and work 16ish hours a week for utilities and spending money. i have about 6 months rent saved up now. rule i follow is don’t take out more than predicted first years salary ( and i want to be a teacher, lol..) but yeah it’s possible but life happens and you gotta make what you can work.",0.09166984970282115
1360,"my best friend and i were interested in the same school. i officially committed but she wanted to wait. the university i’m going to is the more expensive option between the three schools she was interested in. 

today she told me she was most likely going to pick one of the two cheaper options since her parents were already paying for another college tuition.

 i always told her that as much as i joked about us rooming together i would never pressure her into going to the same school as me. now i’m crying and i feel really bad for crying. i know it’s not going to end our friendship but she’s the one person i really didn’t want to leave. i don’t know if this makes me come across as selfish or what but i’m just so sad. i can’t even begin to describe how much i’m going to miss her.

i know i’ll make new friends in college and everything will be fine, but i want to let myself be sad right now  ",0.09016696346674324
1632,"is it insane? no. that’s actually a pretty normal amount of loans for a four year degree. i have some questions though. what year are you in school? because unless you’re graduating this spring you’re going to need more money. it could also be why you don’t feel like you know much about your field. 
what’s the projected starting salary for your desired job in your area? $50,000 is a lot of debt to pay off in two years even if you have almost no expenses. after 6 months you’re going to be paying interest on that, so the debt isn’t just 50k. 
do you know what you want to do with that degree? what made you want to choose that in the first place? i am admittedly not a business student, and i don’t know much about the job prospects for a marketing degree. but if you chose it you must of had a reason to pick it. also you don’t have to use that degree exactly as intended. there’s probably a lot of jobs that would appreciate someone with a built degree of any kind.",0.08980265101338746
2053,"this is a good start brother! don’t be embarrassed to want to increase your education and in return your life! 
i will try and break this down. 
you can apply online very easily, go on their website and fill out and online application for x college. typically they will not ask much regarding what you choose to study and such, but even if they do you can always change your major and such so dont feel forced to pick a subject and obligated to stick with it. 
the cost varies a lot. i recommend you try out a community college as it is much cheaper, especially if done online. you can get your tuition cost knocked down by applying for things like fafsa, scholarships and grants. colleges also help you with different types of loans. you can also go i to a degree that will pay itself off. you can go into something like hvac or any trade job that will often pay you to attend because it is in high demand. 
generally speaking most colleges will help you with this process especially counselors about the cost. there are financial aid offices and more, colleges typically walk you through this process but it would be a safe bet to start saving up a few grand. if you have a college in mind you can look up annual or semester expenses for that college.",0.08333333333333333
3566,"i am so fucking done. i am a very non confrontational person and i avoid conflict as much as i can to the point i never once confronted any of my roommates for my missing stuff. things like snacks, hair care products, groceries and other things all go missing. even clothes. i was really sick once and all my roommates knew it and had to be taken back home immediately. i couldn't pack up all my stuff and once i came back, all of it completely used and empty. i am so fucking done. i still didn't say anything but instead decided to lock up all my stuff in my closet and lockers. i was naive because i didn't think anyone would be down bad to use my stuff, especially personal hygiene stuff like deodorant hello?????

today was the final straw. i was feeling really low on sugar and felt weak. i had expensive chocolates and i knew it was a risk to keep it in the common fridge in our apartment but i had to or else it'd melt. i made sure to keep a check every now and then and boom, when i needed it, it was gone. i am so done. i can't confront anyone because nobody is gonna admit it. i can't do anything about it. i am so done. i am so fucking done. i'm broke as hell and this is the shit they do to me. i am so damn done. 
",0.07808688094430304
3131,"yes. i’m halfway through without a single loan. it’s not possible in every circumstance, but with the right combination of opportunity and planning, it’s very possible. examples:

1. qualifying for pell grants and going to a cheap enough college it covers all or most of the cost.

2. scholarships, either private or through the university/college. you can apply for more scholarships at any point during or before college!

3. employers that offer tuition payment/reimbursement as a benefit.

4. cheap school + lots of savings. might be combined with living with family or other cheap/rent-free living arrangements.

5. part-time school rather than full-time (costs more in the long run but cheaper in the short term so easier to pay) and payment plans.

i went to community college, then transferred to a cheap public university in-state. i qualify for the full pell grant which covers the majority of tuition. the rest i’ve paid for through small scholarships and my savings from working part time. i live with family to reduce living expenses.

if things continue as they are, i should be able to graduate without debt. if i ever want to do a master’s degree i’ll see if i can work for an employer that encourages it through benefits. pell grants aren’t really offered for graduate degrees, but the other options still work.",0.0778498944161523
1854,"so i'm currently a high school senior and i was looking for some input on a few things. i'm from a middle-class family so we got nothing on the fasfa except a 5,500 low interest loan. i've been touring a few schools. unfortunately, i did not get into the big 10 university in my state and that's been my dream school since i was a kid. i decided to go touring a few different schools and the larger ones were what really caught my attention. those are also the most expensive schools as they all would cost basically 200,000 dollars. i've toured a few smaller schools and some of them were nice and a lot more affordable, but i've just been very bummed because that just wasn't what i've been dreaming about since i was a kid. i do know that going to a community college and transferring is an option but i don't have the best home life and i was really hoping to get out. i don't know if anyone has ever been in this situation but id appreciate any advice anyone has. my options are basically, take on an enormous amount of debt and go to a big school for 4 years, go to a cc and transfer but have to be stuck with family for another 2 years, or go to a smaller school for 4 years knowing that its not going to be what i've been thinking about since i was a kid. ",0.07669649888473704
1933,"the major isn't the problem tho. you gotta network, do internships, and know exactly what job you want to do or at least have an idea about what industry you want to work in. but unfortunately, that's not a realistic expectation for all 18-19-year-olds coming straight outta high school with barely any life experience or hell even older adults who are still struggling to find a job they don't hate or doesn't bore them. i'm majoring in political science and i know what i wanna do and i'll be doing internships to gain relevant work experience to work at a non-profit or something administrative in government. the difference is i won't be pursuing a master's in it because it's unnecessary and the majority of jobs don't require it lmfao. hell, a bachelor's is not required either but statistically, i know that ppl with a degree can make more $/are more competitive in the job market and if someone doesn't have a lot of work experience the degree can provide a boost or buffer for that. i also knew not to go to some overly expensive college so i won't be in any significant debt it'll be under 15k and easy to pay off fast since it's a state public college. your experience is unfortunate but fortunately, it's not like that for everyone and that experience shouldn't taint or scare people away from pursuing a liberal arts major that actually interests them especially if they're coming in with a plan like i did.",0.07352146220938079
2088,"hi! i'm mer, i'm a senior in high school right now and am planning to attend university next semester. the problem is i haven't decided which course i plan to take. i am majoring in animation and honestly don't want to pursue animation as a college course. i mean i do enjoy animating and arts but i don't see myself pursuing anything art-related, practicality-wise. a little background about me. i come from a family of academic achievers. my father is an engineer, my mother is an ob. both my parents want me to take a medical course, as per my grandmother's request. she promised them that she would support me with my school expenses if i took up a medical course. i have a college course i would love to take but the course isn't available in my region. there are barely 5 schools that offer the course in the entire country. my first choice has always been forensic science. the second one is astrophysics. both courses are not available near me. i don't have any other choice on college courses. i am really really hoping you could help me with my problem. i would take any advice you have. ",0.06917144638660747
1786,"hey y'all,

i'm a college **freshman** at a **cuny school** (it's the one that mostly consists of finance majors, iykyk).

first let me start off with this: **i was accepted into nyu and fordham but could not afford it.** i went to boarding high school (with a hefty scholarship) where several of my close friends went to private institutions costing $50k+. since we were all super close, i allowed myself to believe i was ""one of them"" and also applied to these school with huge tuitions, not knowing i couldn't afford them. i also live with my high school sweetheart who goes to one of these ""expensive"" schools &amp; has their own place, so i'm getting a huge chunk off of my tuition already. anyways, **ninth grade me though i was gonna be at harvard or columbia,** and now i'm having a hard time ""coping"" with failing to achieve my biggest goals as a teen. it almost feels like i'm losing hope in myself. ***how did y'all cope?***

also!!!! **i'm a finance major** **but seriously don't know anything about finance.** like, not even a *rich dad poor dad* level of understanding, however, i like to believe that i can change that. how can i ""catch up"" in order to make the most out of my time in this finance school? ***finance majors: where did you start?*** do you have anything that really helped y'all progress in the finance world? whether it's harvard lectures, finance books for dummies, news subscriptions, or something like volunteering, i'm willing to learn as much as i can about finance in order to get ahead.",0.06666666666666667
97,"i have a complex situation i'm hoping y'all can help with: 
i enrolled in college directly after high school in 2018. went to school from fall 2018 until fall 2020. i had to leave school due to personal and family issues (mostly dealing with undiagnosed adhd, which is now diagnosed, and my mom's severe alcoholism, which she has since gotten help with). 

before, my grants and minimal federal loans were paying for my expenses quite well, but when my moms alcoholism started getting bad, there happened to be an issue with my fafsa and some missing tax information. i tried getting my mom to help me find the appropriate tax forms but she was always too incapacitated and i had no clue what i was looking for or how to get it, so it all ended up on the back burner. 

i tried contacting the school during february or march 2021 and they said it was too late, i was no longer considered a student and therefore would be ineligible to get federal aid or aid through the school to pay off my outstanding balance of $10k. 

now it's been 2 years, i've been working really hard on fixing my personal and family issues and i'm ready to go back hopefully summer of 2023. i already plan on calling my schools admissions and financial aid offices tomorrow, but is there anything you could recommend i do?? would it be worthwhile to try looking into maybe grants or scholarships available to children of alcoholic parents? also, could i use private loans from like collegeave to backpay what i owe from 2020? any advice is greatly appreciated, this has been a major struggle for the last two years and i'm finally ready to take my education back and finish my degree!! for reference i am in indiana. 

**tl;dr** had some tax issues that affected fafsa, alcoholic (now recovered) mom couldn't help me submit it all in time so i became ineligible for aid. owe the school $10k. trying to get finances back in order now so i can go back to school in 2023. thank you!!",0.06565321642986127
